evaluation,offline_var_0,offline_var_1,offline_var_2,offline_var_3,offline_var_4,offline_var_5,offline_var_6,offline_var_7,offline_var_8,offline_var_9,offline_var_10,offline_var_11,offline_var_12,offline_var_13,offline_var_14,offline_var_15,offline_var_16,offline_var_17,offline_var_18,offline_var_19,offline_var_20,offline_var_21,offline_var_22,offline_var_23,offline_var_24,offline_var_25,offline_var_26,offline_var_27,offline_var_28,offline_var_29,offline_var_30,offline_var_31,offline_var_32,offline_var_33,offline_var_34,offline_var_35,offline_var_36,offline_var_37,obj_Maximize_Volume,con_Maintain_L/D_Ratio,38_DV_Model_cl,38_DV_Model_cd,38_DV_Model_Volume,38_DV_Model_CL,38_DV_Model_CD,38_DV_Model_K,38_DV_Model_-CL,38_DV_Model_-CD,38_DV_Model_-K,convergence_metric,acqf_value
91,0.198059897,0.051767598,0.040438792,-0.099803949,0.195857837,0.10932966,0.147866226,-0.056084617,-0.037530394,0.026346672,-0.082125952,-0.071127461,0.28360521,0.478873814,0.216320546,0.167265791,0.083132666,0.392522846,0.22719588,0.146251546,0.136473278,0.156880932,0.006541502,0.213301026,0.128915662,0.034431913,0.024428868,0.004920525,0.08997573,-0.016233287,-0.017202807,-0.080820368,0.016333247,-0.120501335,0.016730757,-0.033334786,-0.026400191,-0.031534136,12.78763609,-0.65411369,3.512977803,0.916561836,12.78763609,3.512977803,0.916561836,3.832777741,-3.512977803,-0.916561836,-3.832777741,2.267553291,0
92,0.03879979,-0.072104757,-0.060717895,0.037475571,-0.019449323,0.144120774,-0.018247724,0.054661197,-0.067467734,-0.124423096,-0.025353098,-0.089001312,0.278945531,-0.089676108,0.184786731,0.014039938,0.029548908,0.150516415,-0.046483045,0.215037576,0.257411676,0.195549733,0.117740506,0.287962456,-0.024397747,0.118806986,-0.013898334,0.101875508,0.14511529,0.077645775,0.076792177,0.076813509,-0.146337832,-0.161354745,-0.185353719,-0.014842853,0.019028962,-0.001333224,11.74465971,-0.728046944,3.76735219,1.002263383,11.74465971,3.76735219,1.002263383,3.758844487,-3.76735219,-1.002263383,-3.758844487,2.267553291,0
93,0.345872271,-0.025207601,0.088527974,0.251115368,0.152834894,-0.199543979,0.147198276,0.013289794,0.06968716,0.049793006,0.029793317,-0.149952962,0.135880901,0.329783799,0.449308563,0.399639601,0.349857372,0.012670239,0.238608405,0.263855841,0.067401649,0.093175188,-0.01080719,0.01647962,-0.029906005,-0.01991283,-0.049686399,0.017529114,0.04531229,0.037082851,-0.099885173,-0.099961725,0.008758852,-0.100371672,-0.199749958,-0.149828811,-0.119852193,0.009930368,11.96214306,0.103299204,3.236318394,0.705050978,11.96214306,3.236318394,0.705050978,4.590190634,-3.236318394,-0.705050978,-4.590190634,2.281526412,0.156678848
94,0.364152162,0.151999546,-0.013749995,0.229991574,0.12460934,-0.199543979,0.074792361,-0.119888226,0.06968716,0.049793006,0.029793317,-0.149952962,0.039602569,0.198488551,0.359829062,0.399639601,0.349857372,0.03774906,0.29578494,0.160702488,0.054165305,0.117615239,0.007145386,-0.017619982,-0.029906005,-0.01991283,-0.045637248,0.054853178,0.149985985,0.099934194,-0.099885173,-0.099961725,-0.198396789,-0.087982706,0.029929411,-0.149828811,-0.119852193,0.009930368,11.70129493,0.102546964,3.319163512,0.723217794,11.70129493,3.319163512,0.723217794,4.589438394,-3.319163512,-0.723217794,-4.589438394,2.281526412,0.094384614
95,0.4,0.2142549,0.199834344,0.299758402,0.248751666,-0.199543979,0.149866938,0.119956165,0.06968716,0.049793006,0.029793317,-0.149952962,-0.08938544,0.107900229,0.169902071,0.399639601,0.349857372,-0.050113218,0.196293248,0.059402354,0.026567029,-0.029778321,-0.049690916,-0.039568527,-0.029906005,-0.01991283,-0.049686399,-0.039645265,0.149985985,0.099934194,0.001713199,-0.027065029,0.04992842,-0.199916001,-0.199749958,-0.149828811,-0.101079848,0.009930368,9.026010286,0.776495737,3.351495932,0.636756489,9.026010286,3.351495932,0.636756489,5.263387167,-3.351495932,-0.636756489,-5.263387167,2.459893268,0.352091399
96,0.4,0.125110028,0.196393263,0.299758402,0.168527368,-0.199543979,0.149866938,0.040604087,-0.199857304,0.049793006,0.029793317,-0.149952962,0.012704303,0.203010917,0.242830289,0.23420767,0.349857372,-0.022082808,0.247169774,0.10227868,0.06841191,0.249677039,-0.049690916,-0.025863917,-0.029906005,-0.012208276,-0.049686399,-0.039903003,0.149985985,0.099934194,-0.099885173,-0.099961725,0.04992842,-0.199916001,-0.199749958,-0.149828811,-0.119852193,-0.086964535,10.43208738,0.429846135,3.291372299,0.669422001,10.43208738,3.291372299,0.669422001,4.916737565,-3.291372299,-0.669422001,-4.916737565,2.47316633,0.216624592
97,0.4,-0.016075211,0.191821487,0.298284167,0.166381635,-0.199543979,0.149866938,0.119956165,0.06968716,0.014844899,0.029793317,-0.149952962,0.12548936,0.220578086,0.449308563,0.399639601,0.349857372,0.006869884,0.388877748,0.20193911,0.03546204,0.249677039,0.040703656,-0.015954679,-0.018221045,-0.01991283,-0.049686399,0.005372269,0.149985985,0.099934194,0.061845769,-0.043136171,0.014270227,-0.011896695,-0.199749958,-0.149828811,-0.119852193,0.009930368,11.58505405,0.155690969,3.173649132,0.68359565,11.58505405,3.173649132,0.68359565,4.6425824,-3.173649132,-0.68359565,-4.6425824,2.489901517,0.087502212
98,0.4,-0.002383799,0.186605001,0.274022487,0.119408734,-0.199543979,0.139168553,0.119956165,-0.199857304,0.049793006,0.029793317,-0.01828936,0.097210409,0.226410508,0.449308563,0.399639601,0.349857372,-0.010985412,0.277353862,0.149910029,0.056371055,0.000563119,-0.031113033,-0.01272686,-0.029906005,-0.01991283,0.149035125,-0.039903003,0.072230903,0.099934194,-0.099885173,-0.099961725,-0.113118548,-0.199916001,0.029929411,-0.149828811,0.019967045,0.009930368,11.3884244,0.192759194,3.151031262,0.673347546,11.3884244,3.151031262,0.673347546,4.679650625,-3.151031262,-0.673347546,-4.679650625,2.494453284,0.114054055
99,0.4,0.104116419,0.150508108,0.277459691,0.151777388,-0.199543979,0.149866938,0.119956165,0.06968716,0.049793006,0.029793317,-0.142838846,-0.013721157,0.212742398,0.449308563,0.399639601,0.349857372,0.04667794,0.254201631,0.106464583,0.089313116,0.249677039,-0.049690916,-0.006145895,0.012389767,-0.01991283,-0.049686399,-0.039903003,-0.029886779,-0.019899924,-0.099885173,-0.060720488,0.028688215,-0.199916001,-0.143576186,0.019910559,-0.119852193,0.009930368,10.97350713,0.3672242,3.25434822,0.670430716,10.97350713,3.25434822,0.670430716,4.85411563,-3.25434822,-0.670430716,-4.85411563,2.515933418,0.059961303
100,0.35485445,0.212998432,0.02277699,-0.137981811,0.127904304,0.085397145,0.085804105,0.024699126,-0.157671019,-0.014471543,-0.135211454,-0.075186146,-0.062327169,0.064807655,0.108687182,0.385323526,0.346865849,0.19759303,0.248686531,-0.019462108,0.24579217,0.120583401,-0.017585252,-0.036449957,0.070392497,0.035015824,0.076580346,0.121234651,0.056956512,-0.00137061,0.009147145,-0.093314539,-0.13137204,0.022409354,-0.170567393,-0.070116126,-0.030618467,-0.071124748,11.04368885,-0.352207926,3.730360318,0.902211817,11.04368885,3.730360318,0.902211817,4.134683504,-3.730360318,-0.902211817,-4.134683504,2.515933418,0
101,0.334976396,0.08352292,-0.052614141,0.237044009,0.061375669,-0.199543979,0.149866938,0.119956165,-0.034863788,0.049793006,0.029793317,-0.149952962,0.074195994,0.262254534,0.256788008,0.399639601,0.349857372,0.028058174,0.295941311,0.143363672,0.064462356,0.128788331,-0.012656847,0.048175638,-0.017511213,-0.01991283,-0.049686399,-0.039903003,0.149985985,0.099934194,-0.099885173,-0.099961725,-0.008198933,-0.199916001,-0.199749958,-0.149828811,-0.119852193,-0.099962964,11.78402784,0.08026385,3.259962897,0.713784117,11.78402784,3.259962897,0.713784117,4.56715528,-3.259962897,-0.713784117,-4.56715528,2.515933418,0.087211015
102,-0.064025166,0.264729234,-0.080531862,-0.156852774,-0.230558292,-0.184860539,0.060982883,-0.035939992,-0.117103201,-0.009742197,-0.033341083,-0.029412387,-0.048994387,0.281384298,-0.020696321,0.075755937,0.158879767,0.02090984,0.265415806,0.112382559,0.265610757,0.146062115,0.149894443,0.221188617,0.057631313,0.086124117,-0.033946082,0.047609524,-0.013176405,0.083371856,-0.063891921,0.095805808,0.03612346,-0.152382166,0.009165342,-0.087589225,-0.097866949,-0.032796624,12.53924886,-0.588286566,4.141931611,1.062413801,12.53924886,4.141931611,1.062413801,3.898604864,-4.141931611,-1.062413801,-3.898604864,2.515933418,0
103,-0.013538451,0.007959958,0.099251343,-0.172132914,-0.171790557,-0.109336905,0.006814911,0.09588773,-0.015768344,-0.040516695,-0.040470823,-0.023669409,0.404206151,0.351784156,0.351741164,0.059774942,0.226329009,0.044160376,0.368812525,-0.075183384,0.232407895,-0.00824054,0.05253264,0.157975868,0.075804562,0.176188701,0.099157725,0.183213329,0.127312518,-0.007299355,-0.086216162,0.024166808,-0.040316297,-0.096810672,-0.034098407,-0.069036253,-3.36E-05,-0.0508196,13.49974153,-0.797174072,3.958777919,1.072921726,13.49974153,3.958777919,1.072921726,3.689717359,-3.958777919,-1.072921726,-3.689717359,2.515933418,0
104,0.220272667,0.140591283,-0.054657733,-0.244794105,0.021189419,0.031871437,-0.083416031,-0.029333964,-0.023837954,0.010912132,-0.146834588,-0.015019343,0.329790883,0.295437042,0.388072327,-0.020473679,0.240212998,0.012011536,0.375728396,-0.060124207,-0.007287579,0.000654953,0.28251932,0.078742946,-0.007415594,0.137255734,0.163573157,0.159078938,0.084483257,0.056303616,-0.003887494,0.093441834,-0.056834465,-0.130063737,-0.088785902,-0.142660974,-0.034417124,-0.08187373,12.21679857,-0.863056274,3.892823636,1.07422757,12.21679857,3.892823636,1.07422757,3.623835157,-3.892823636,-1.07422757,-3.623835157,2.515933418,0
105,0.091393341,0.153456082,0.148693872,0.020132287,-0.13190719,0.163039276,-0.096858728,-0.057784008,-0.01878558,-0.087775388,0.010822073,-0.133410489,0.243034829,0.207814214,-0.014378366,0.381674493,0.195569516,0.32843797,0.12916582,0.075414334,0.020843942,0.212013274,-0.027225577,0.095136703,0.042376302,0.144170014,0.118995956,-0.007727927,0.12369754,0.000359204,-0.006395909,-0.041555773,-0.134801583,-0.176552007,-0.012289516,-0.055773634,-0.10389772,-0.036321256,11.88736354,-0.730307255,3.77451573,1.004773367,11.88736354,3.77451573,1.004773367,3.756584175,-3.77451573,-1.004773367,-3.756584175,2.515933418,0
106,0.165117135,0.02170727,0.037505651,0.08099364,0.196453764,0.041627248,-0.026846473,-0.006508544,-0.0590089,-0.071356467,-0.058505084,-0.126435326,-0.02351542,0.219907136,0.349430248,0.01634979,-0.013679396,-0.049331858,-0.001788363,0.207472583,0.119351849,0.077790996,-0.003536556,0.015224715,0.081765555,-0.004708093,0.168164552,0.040132251,0.118570362,0.065276777,0.067925984,0.025900099,-0.043403461,-0.172280944,0.011493003,-0.108477254,-0.057501359,-0.090855763,10.28653324,-0.039688707,3.860593812,0.868094857,10.28653324,3.860593812,0.868094857,4.447202724,-3.860593812,-0.868094857,-4.447202724,2.515933418,0
107,0.022166351,0.107468938,0.18299228,0.049994047,0.245875967,-0.167218191,-0.055245846,-0.067617538,0.006001228,-0.103411568,-0.139893416,-0.066334177,0.275366529,0.285862295,-0.047943635,0.267651116,0.179204365,0.333936591,0.383942738,-0.052334727,0.137412649,0.060108449,0.103903032,0.192485345,0.059711193,0.180136635,0.138098884,0.103621831,0.044782165,0.030392238,0.050354203,-0.011263357,-0.148271288,-0.095697656,-0.058543122,-0.116680708,-0.111665217,-0.030325308,12.45726853,-0.994551396,3.645012764,1.043716456,12.45726853,3.645012764,1.043716456,3.492340035,-3.645012764,-1.043716456,-3.492340035,2.515933418,0
108,0.1730268,0.025972358,-0.055965563,-0.216830415,-0.246002438,-0.17052196,0.007570704,-0.065803588,0.005942811,0.007886544,-0.138245692,0.015193794,0.372336254,0.338489775,0.439323148,0.329798665,0.270929401,0.156590283,0.370272017,0.165111876,0.223148161,0.167192361,-0.004719972,0.097173869,0.183869894,0.13656607,0.128779462,0.011426664,0.031045845,0.013970927,0.034173625,0.0205674,0.004649249,-0.191969326,-0.155110935,-0.003022047,-0.060308718,-0.045982159,14.87958562,-0.855664397,3.796305629,1.04546083,14.87958562,3.796305629,1.04546083,3.631227034,-3.796305629,-1.04546083,-3.631227034,2.515933418,0
109,0.333865175,-0.083449338,0.023125254,0.164075849,0.231210978,-0.18909416,0.075824113,0.021525444,-0.198811892,-0.062078072,0.000296411,-0.06451652,-0.024529832,0.038547589,0.273330491,0.25807045,0.283167357,0.056948816,0.303756481,0.164356287,0.048543162,0.057870663,0.030265627,0.208631724,0.019013355,0.041811505,0.158745502,-0.034273251,0.146565201,0.083829661,-0.021981547,-0.074383585,0.040618788,-0.164004674,0.022138401,-0.05913633,0.019122776,-0.011554891,11.40906254,-0.063141043,3.408803916,0.770568775,11.40906254,3.408803916,0.770568775,4.423750387,-3.408803916,-0.770568775,-4.423750387,2.515933418,6.57E-08
110,0.045431838,0.006025962,0.1064399,-0.039233383,-0.097337955,0.144494614,0.009973889,0.046349856,-0.013411848,0.045762034,0.012874048,0.007290868,-0.020876579,0.04798721,0.181421155,0.219099556,0.07039641,0.237635171,0.115401386,0.269394317,0.017095539,0.237272234,0.231112819,-0.038162122,-0.004851342,0.128136061,0.064198502,0.074104216,0.05237463,0.070536088,-0.040844131,0.024200487,-0.087215874,-0.174720125,-0.113155813,-0.041097163,-0.063085305,-0.099939226,11.71264087,-0.655177176,3.692662439,0.963710286,11.71264087,3.692662439,0.963710286,3.831714255,-3.692662439,-0.963710286,-3.831714255,2.515933418,0
111,0.165816832,0.21845499,-0.030603512,-0.093443553,0.146781328,0.121310722,0.052071895,0.095434982,-0.052667721,0.0382551,0.023504716,-0.037743913,-0.08440561,0.241054316,0.135964245,0.089875065,0.064020706,0.177364141,0.056431969,-0.028548631,-0.049693235,0.164349262,-0.048075986,0.169000112,0.104756484,0.118927019,0.17402477,-0.023814466,0.005123057,0.041245471,-0.011297436,0.025595554,-0.097987304,-0.119734881,-0.185754092,-0.078173854,-0.043318775,-0.031701731,10.0636843,-0.283108234,3.892550137,0.92596358,10.0636843,3.892550137,0.92596358,4.203783197,-3.892550137,-0.92596358,-4.203783197,2.515933418,0
112,0.334017248,0.111494933,0.153552624,0.252990094,-0.018110475,-0.045563404,0.112756267,-0.080402549,-0.131409757,-0.137993308,-0.110882686,-0.109814416,0.450912627,0.341127197,0.024232797,0.007467078,0.304463843,0.201974798,0.100179859,0.080262512,-0.042858836,-0.018461737,-0.008786571,0.040301614,0.172111088,0.184967301,0.075937004,0.107810557,0.140570077,0.060202779,0.004401264,0.018137109,-0.1196006,-0.052442145,-0.082266499,-0.123368673,-0.060651923,-0.043093194,11.12781167,-0.353752228,3.207321715,0.776001378,11.12781167,3.207321715,0.776001378,4.133139203,-3.207321715,-0.776001378,-4.133139203,2.515933418,0
113,0.342743623,0.138838106,0.140480741,0.264814217,-0.159149602,0.063836599,0.043208271,0.007309697,-0.047805488,-0.009883624,-0.067730156,0.024192208,0.119528111,-0.06856451,0.087813936,-0.030399727,0.177930909,0.358296564,0.341567225,0.314400672,0.105914666,0.052011802,0.201995448,0.253943517,0.143026766,0.078112393,0.111363306,0.143707601,0.143396888,0.072328569,0.035113926,-0.084178442,-0.000192934,-0.052994907,-0.067053941,-0.10463983,-0.081316801,-0.025741024,11.94211136,-0.547377975,3.029785945,0.769076176,11.94211136,3.029785945,0.769076176,3.939513456,-3.029785945,-0.769076176,-3.939513456,2.515933418,0
114,0.302920147,-0.060635052,0.068011746,-0.121074823,0.24089393,0.025978378,0.031625881,0.01964954,-0.065669249,0.037861164,-0.057579599,-0.117366505,0.299314093,0.209162116,0.439320867,-0.026126635,0.062383414,0.334136086,0.024013828,0.359641572,0.166744965,0.17100235,0.021959499,0.054555166,0.044887063,0.070695576,0.187045868,0.135990935,0.007527587,0.048830123,-0.00542934,-0.04405888,-0.131484318,-0.118926099,-0.12410108,-0.075104339,-0.03159491,-0.036676654,12.50963622,-0.729337975,3.459896435,0.920784355,12.50963622,3.459896435,0.920784355,3.757553455,-3.459896435,-0.920784355,-3.757553455,2.515933418,0
115,0.005795544,-0.007458727,0.082317394,-0.180859294,-0.052008886,-0.065661528,0.00979987,-0.042373956,0.062392051,-0.153114889,-0.134170521,-0.112361837,-0.010788635,0.247746785,0.431365465,0.131002566,0.291464292,0.019316659,0.300039409,0.099595033,0.140702379,0.119108247,-0.046458157,0.043102512,0.003138023,0.090514319,0.109529281,0.068891229,0.02526228,0.013329752,0.0984088,0.033204189,-0.095846141,0.0296387,-0.033643628,-0.080490842,-0.008518076,-0.098647305,12.36535817,-0.594554849,4.31733901,1.109189537,12.36535817,4.31733901,1.109189537,3.892336581,-4.31733901,-1.109189537,-3.892336581,2.515933418,0
116,0.255156353,-0.104204274,0.175131085,0.089925266,0.106815565,0.08923574,-0.047229288,-0.025672762,0.065447927,-0.151038652,0.014669481,-0.127946206,-0.017340951,0.132847122,0.435843892,0.189129481,-0.045157265,0.327103673,0.266476053,0.180151761,-0.007223833,0.247210226,-0.018063388,0.009782927,0.117916853,0.1786508,0.104728803,0.121490628,0.10046756,0.009687611,0.072926596,0.047294399,-0.161158225,-0.005359049,-0.100490747,0.013454921,-0.065621878,-0.069619669,11.87515725,-0.482308429,3.717110045,0.92821401,11.87515725,3.717110045,0.92821401,4.004583002,-3.717110045,-0.92821401,-4.004583002,2.515933418,0
117,0.335789664,0.106447172,-0.036529547,0.279934252,-0.140538801,-0.112657644,-0.048963468,-0.035087379,-0.045934845,-0.079289221,-0.064911249,-0.034200662,-0.050916,0.498227672,0.125687279,0.134253993,0.315966029,0.300888635,0.210345745,-0.054538375,0.16409244,0.039392927,0.226593277,0.007718187,0.187868295,-0.014407053,0.022790923,0.041571837,0.057707096,0.041730405,0.074471361,-0.03617772,-0.153698525,-0.124754679,0.009702384,-0.117995617,-0.039084764,-0.04958835,11.97419092,-0.435779493,3.299332604,0.814426423,11.97419092,3.299332604,0.814426423,4.051111938,-3.299332604,-0.814426423,-4.051111938,2.515933418,0
118,0.314407034,-0.03141965,0.084445965,0.299758402,0.24977951,-0.013706321,0.149866938,0.119956165,0.01168535,0.049793006,0.029793317,-0.022262865,0.261374053,0.344374064,0.449308563,0.399639601,0.349857372,-0.042090118,0.2186636,0.329092385,0.049529247,0.249677039,-0.049690916,-0.039568527,-0.012981134,-0.01991283,-0.049686399,0.158746806,0.149985985,-0.019899924,-0.099885173,-0.049918567,0.042946019,-0.199916001,0.029929411,-0.028049447,-0.119852193,0.009930368,11.71563618,0.160373082,3.14970713,0.67775508,11.71563618,3.14970713,0.67775508,4.647264513,-3.14970713,-0.67775508,-4.647264513,2.524306889,0.082106755
119,-0.134948438,0.071381187,-0.0495566,-0.091122098,-0.047342878,0.109589315,-0.041333817,-0.034162541,-0.109589182,-0.153210492,-0.14360348,0.021230053,0.420661421,0.312331768,-0.094625044,0.264706075,0.202757823,0.037463336,0.029738646,0.019885706,-0.028301548,0.194846181,0.093873405,0.170937967,-0.012431623,0.044875946,0.173326983,0.039704389,0.119614609,-0.015444409,-0.061568548,-0.066642382,0.026662836,-0.084428171,-0.046623158,-0.082477562,-0.071522673,-0.017363793,11.64931476,-0.842054019,4.219494923,1.157663414,11.64931476,4.219494923,1.157663414,3.644837412,-4.219494923,-1.157663414,-3.644837412,2.524306889,0
120,-0.134091719,-0.041197075,0.11493985,0.253227651,0.029981176,0.119914018,0.030039096,-0.055562824,-0.055040997,-0.062700368,0.004471088,0.010407873,0.182668071,0.12335644,0.240523193,0.328494338,0.236850406,-0.053642941,0.269617509,0.20927479,-0.037873473,0.010465013,0.172228306,0.263997284,0.076119201,0.020878925,0.069066324,0.05969423,0.145357733,0.004412865,0.036798813,0.056176097,-0.136134378,0.014552903,-0.047866202,-0.058092671,-0.045153463,-0.018885444,11.75007151,-0.41110467,3.679106865,0.902674031,11.75007151,3.679106865,0.902674031,4.07578676,-3.679106865,-0.902674031,-4.07578676,2.524306889,0
121,0.288655689,0.061133061,0.134737543,0.299758402,0.154913503,-0.199543979,0.097994205,0.119956165,-0.045648764,0.049793006,0.029793317,-0.149952962,0.193535207,0.319936964,0.449308563,0.399639601,0.349857372,-0.044870637,0.260277664,0.200020934,0.0472213,0.192827258,-0.049690916,-0.010874398,-0.015142302,-0.01991283,-0.049686399,-0.039903003,0.149985985,-0.019899924,-0.099885173,-0.02544268,-0.005138367,0.029815312,0.029929411,-0.149828811,-0.119852193,-0.024382933,11.49546205,0.250447987,3.313135353,0.69936626,11.49546205,3.313135353,0.69936626,4.737339418,-3.313135353,-0.69936626,-4.737339418,2.541032151,0.035189857
122,0.062651462,-0.002740007,0.012715001,0.151774637,0.04430665,-0.040361486,0.112415266,0.116995107,0.025937995,-0.04863576,0.008589801,-0.096096527,0.396116516,0.431959534,0.113412655,0.235798454,0.005446315,0.123852397,0.314875396,0.15613894,0.041528575,0.208566097,0.217994433,0.190377621,-0.024704295,-0.003956666,0.109163969,0.196430615,0.119432535,0.06401931,-0.008301144,-0.031091501,-0.09925256,0.0071464,-0.159054899,-0.106734805,-0.026244648,-0.009832085,12.79343065,-0.61165424,3.316298532,0.855766594,12.79343065,3.316298532,0.855766594,3.875237191,-3.316298532,-0.855766594,-3.875237191,2.541032151,0
123,-0.080296585,0.092070534,0.185767451,-0.154058657,0.015212168,0.091250598,0.1476472,0.002017643,0.042019715,-0.079379069,-0.075580605,-0.121967855,0.000254267,0.455333546,0.045675966,0.193328669,0.266954165,0.372429672,0.051593969,-0.009033445,0.007016978,0.214582319,0.113929893,-0.026546824,0.029608581,0.192182909,-0.047917615,0.025446367,0.022170353,0.086442165,-0.059186072,0.097230638,-0.038881251,-0.058100168,-0.041290946,-0.020446349,-0.06802642,-0.040310145,11.48563519,-0.965364555,3.954780329,1.123030001,11.48563519,3.954780329,1.123030001,3.521526876,-3.954780329,-1.123030001,-3.521526876,2.541032151,0
124,0.296881733,-0.086538553,0.156649858,0.242633556,0.227908274,0.165847168,-0.052313742,0.054740724,-0.148585579,-0.15654561,-0.053972606,-0.118400959,0.448943818,0.492866634,0.039149221,0.326594198,0.089453361,0.059300236,0.140202067,0.127295373,0.062188141,0.045168484,0.114257545,-0.039413173,0.062544047,0.144443206,-0.012658611,0.072537121,0.074667958,0.003208159,0.098786261,0.066357008,-0.052888561,-0.065851285,-0.117962255,-0.132904798,-0.06814787,-0.05245617,11.0267061,-0.297384045,3.504105758,0.836400425,11.0267061,3.504105758,0.836400425,4.189507386,-3.504105758,-0.836400425,-4.189507386,2.541032151,0
125,0.393219657,0.047356822,0.078967651,0.263484158,-0.009016423,0.140612532,-0.067285676,-0.06034896,-0.163037496,0.046169242,-0.038414616,-0.066887525,-0.001191138,0.468052036,0.23768202,0.381546988,0.215244436,0.167386993,-0.035844654,-0.030952183,0.110406674,0.070726691,0.254557493,0.071189508,0.18845348,0.058572562,0.161966618,-0.001817657,0.068305399,-0.013096734,-0.061284488,0.092765983,-0.002289075,-0.151456519,-0.0909804,-0.099795165,-0.045357994,-0.038093014,10.98686634,-0.340958059,3.163012725,0.762919334,10.98686634,3.163012725,0.762919334,4.145933372,-3.163012725,-0.762919334,-4.145933372,2.541032151,0
126,0.036465053,-0.001405838,-0.052256089,-0.187811507,0.129172098,0.02229453,-0.067065867,0.024961183,0.05815877,0.019792157,-0.074818756,-0.083238362,0.33497829,-0.0921198,0.275710342,-0.054195947,0.340077377,-0.045328199,0.339085097,0.201568087,-0.00800263,0.239526976,0.059653491,0.014837722,0.169202977,0.017805481,0.186014697,-0.006876874,0.040945183,0.06086878,0.051146382,-0.06052326,-0.094904069,-0.049876487,-0.063301045,-0.144898164,-0.078104908,-0.043568725,11.93141556,-0.738265743,4.10461685,1.09496578,11.93141556,4.10461685,1.09496578,3.748625688,-4.10461685,-1.09496578,-3.748625688,2.541032151,0
127,0.210340718,0.209507758,-0.078531783,-0.210283701,-0.055016473,0.020901551,0.092203549,-0.066017458,0.063783129,0.016351833,-0.013803611,-0.107268182,0.212773383,0.454584252,0.232974579,0.304008385,0.05588103,0.336375095,0.091935869,0.142753354,0.190894247,0.090547306,0.028014675,0.046899006,0.105825035,0.196206179,0.105694986,-0.032157469,0.062070413,0.009745067,0.09412018,0.036191924,0.038661063,-0.078018862,-0.062557895,-0.022673339,-0.097332084,-0.021998368,12.68554809,-0.77560067,3.660463918,0.986304807,12.68554809,3.660463918,0.986304807,3.711290761,-3.660463918,-0.986304807,-3.711290761,2.541032151,0
128,0.04245738,0.190130023,0.192882222,-0.016684635,-0.037639718,-0.0537237,0.101459156,0.002439373,0.032409326,-0.06592851,-0.059439663,-0.117250797,0.040371507,0.401850938,0.359190529,0.239383973,-0.019283758,0.246459419,0.155253415,0.220985556,0.236688546,0.062073511,0.05949668,-0.023385788,0.056334762,0.103635984,0.004954935,0.040024086,-0.003323419,0.024983857,0.046580258,0.067393612,0.030745798,0.01944705,-0.15348935,-0.062442031,-0.104214468,-0.053077281,12.16338845,-0.533556323,3.81954967,0.966158842,12.16338845,3.81954967,0.966158842,3.953335108,-3.81954967,-0.966158842,-3.953335108,2.541032151,0
129,0.262771675,0.004579917,-0.047414117,-0.000950646,-0.064846915,-0.019215404,-0.077772449,0.075083668,-0.036430558,-0.13936841,-0.033136492,-0.044211563,0.283378538,0.160885871,0.153635618,0.326422355,0.043243468,0.183175073,0.352003519,-0.037382741,0.163936124,0.101501985,0.150184852,-0.025345886,0.002185255,0.117906592,0.055942824,0.096386001,0.069528404,0.077142101,-0.086510112,-0.064866905,-0.116760794,-0.180498093,-0.168170808,-0.09855618,-0.052350762,-0.073697746,12.57250624,-0.648907424,3.681292885,0.959173586,12.57250624,3.681292885,0.959173586,3.837984007,-3.681292885,-0.959173586,-3.837984007,2.541032151,0
130,0.052353956,0.116570858,0.11259811,-0.243466406,0.109407444,-0.194881316,0.043364721,0.11324498,0.005644396,-0.166821121,-0.144252679,-0.103669784,0.197336226,-0.019088146,0.159612567,-0.042750008,0.043583831,0.228299872,0.302491698,0.116196721,0.023004393,0.049297075,0.197026087,-0.024750622,0.104796559,0.093397637,0.139828461,0.149416349,0.078824306,0.000479799,-0.068262223,-0.086473846,-0.087687575,-0.10371056,-0.011426763,-0.012020148,-0.030290872,-0.048712865,11.92108046,-0.877498109,4.142929484,1.147818792,11.92108046,4.142929484,1.147818792,3.609393322,-4.142929484,-1.147818792,-3.609393322,2.541032151,0
131,0.251631478,0.160115915,0.157570506,0.145201622,0.175519362,0.107462318,-0.030143369,0.106228455,-0.159993601,-0.067753762,-0.131568799,-0.002347233,0.329735303,-0.077129275,0.404195617,0.337571551,0.171861559,-0.027717053,0.016203711,-0.073467294,0.028660775,0.037637686,0.23171971,0.211890947,-0.018733881,0.092253419,0.155235017,-0.017710673,0.050144151,0.063640724,0.023442311,0.006651866,0.013161049,-0.089782946,-0.123773222,-0.029953197,-0.047105181,-0.032537433,9.771065709,-0.304871812,3.517038743,0.840990494,9.771065709,3.517038743,0.840990494,4.182019619,-3.517038743,-0.840990494,-4.182019619,2.541032151,0
